pdt_name,pdt_name_clean,pdt_cas,브랜드명,규격/스펙
"DURAN, 표준 글라스팁 스토파, Drip tip stoppers, NS 45/40, Cat No.SM.28611810","duran, 표준 글라스팁 스토파, drip tip stoppers, ns 45 40, cat no.sm.28611810",,,
"DURAN, 표준 글라스팁 스토파, Drip tip stoppers, NS 45/40, Cat No.SM.28611810, 10/Pk","duran, 표준 글라스팁 스토파, drip tip stoppers, ns 45 40, cat no.sm.28611810, 10 pk",,,
"BYK, Drawdown Plate, Glass, 4262","byk, drawdown plate, glass, 4262",,,
습기투과측정 투수컵,습기투과측정 투수컵,,,
카트리지 시료운반용 대차,카트리지 시료운반용 대차,,,
영구압축 줄음 측정 지그,영구압축 줄음 측정 지그,,,
웨더스트립,웨더스트립,,,
멀티 커터,멀티 커터,,,
발란스 방풍막,발란스 방풍막,,,
필터용 부직포 원단,필터용 부직포 원단,,,
유니 퓨어몰트 제트스트림 4&1 멀티펜 볼펜,유니 퓨어몰트 제트스트림 4&1 멀티펜 볼펜,,,
"Black Standard Sensor, P/N: 07-2816-00","black standard sensor, p n: 07-2816-00",,,
"AS ONE, 다이아펜 선단 다이아몬드, 6-539-01 ","as one, 다이아펜 선단 다이아몬드, 6-539-01",,,
"AS ONE, 다이아몬드펜 D펜용 교체심","as one, 다이아몬드펜 d펜용 교체심",,,
"AS ONE, 다이아몬드펜 D포인트펜용 교체심","as one, 다이아몬드펜 d포인트펜용 교체심",,,
"rubis, 다이아몬드 스크리버 펜","rubis, 다이아몬드 스크리버 펜",,,
"AS ONE, 플라스틱 핀셋","as one, 플라스틱 핀셋",,,
"코디텍스, 극세사 이지타올 2P","코디텍스, 극세사 이지타올 2p",,,
소니 액션캠 FDR-X3000R,소니 액션캠 fdr-x3000r,,,
카미노 휴대용 독서대,카미노 휴대용 독서대,,,
오스터 제모날 40,오스터 제모날 40,,,
SIBATA Mass Flow Controller for MP-Σ series,sibata mass flow controller for mp-σ series,,,
SIBATA Inlet Filter for MP-Σseries,sibata inlet filter for mp-σseries,,,
SIBATA Inlet Holder fot MP-Σseries,sibata inlet holder fot mp-σseries,,,
SIBATA DNPH Cartridge Adapter for MP-Σseries,sibata dnph cartridge adapter for mp-σseries,,,
"아크릴 피펫 랙-스탠드, SL.Ra0201","아크릴 피펫 랙-스탠드, sl.ra0201",,,
엑셀파이프,엑셀파이프,,,
"PRE FILTER 350*350*50T, 효율 : 80~85% 중량법 Tested","pre filter 350*350*50t, 효율 : 80~85% 중량법 tested",,,
퀵렌치,퀵렌치,,,
3페이스 LED 램프,3페이스 led 램프,,,
신와 철직자,신와 철직자,,,
Moisture Removal Traps,moisture removal traps,,,
"Sleeve stopper septa, fluoroelastomer FKM","sleeve stopper septa, fluoroelastomer fkm",,,
만년스탬프,만년스탬프,,,
P&M-Dolphin 2.4GHz 무선블루투스 펜마우스,p&m-dolphin 2.4ghz 무선블루투스 펜마우스,,,
"Hitachi, Na 전극","hitachi, na 전극",,,
"Hitachi, K 전극","hitachi, k 전극",,,
"Hitachi, CL 전극","hitachi, cl 전극",,,
"Hitachi, REF 전극","hitachi, ref 전극",,,
"Hitachi, 할로겐 램프","hitachi, 할로겐 램프",,,
"코오롱 FE4HX19130, 블랙, size 270","코오롱 fe4hx19130, 블랙, size 270",,,
"코오롱 FE4HX19130, 블랙, size 265","코오롱 fe4hx19130, 블랙, size 265",,,
"노스페이스 등산화 NS95K55A, 블랙, size 265","노스페이스 등산화 ns95k55a, 블랙, size 265",,,
"노스페이스 등산화 NS95K55A, 브라운, size 265","노스페이스 등산화 ns95k55a, 브라운, size 265",,,
"웹 설문 제작 및 URL 제공, 데이터 처리, 로우데이터 제출","웹 설문 제작 및 url 제공, 데이터 처리, 로우데이터 제출",,,
"고려에이스과학, 실리콘튜브, SIZE : S4","고려에이스과학, 실리콘튜브, size : s4",,,
"고려에이스과학, 실리콘튜브, SIZE : S8","고려에이스과학, 실리콘튜브, size : s8",,,
"CUBE ON, 6포트 올 퀵 고속충전기","cube on, 6포트 올 퀵 고속충전기",,,
"AMBIENT TEMP/BARO COMBO SENSOR, ZMM-BX596","ambient temp baro combo sensor, zmm-bx596",,,
"DEKATI, PM10, 2.5 임팩터 등속샘플링 노즐 및 임펙터","dekati, pm10, 2.5 임팩터 등속샘플링 노즐 및 임펙터",,,
"데이터 저장장치 Synology DS920+?하드 미포함, WD","데이터 저장장치 synology ds920+?하드 미포함, wd",,,
"공기청정기 필터 위닉스 정품, CAF-E0S4","공기청정기 필터 위닉스 정품, caf-e0s4",,,
제습기 DQ200PSAA?,제습기 dq200psaa?,,,
저장장치 970 EVO M.2 NVMe?/ 1T,저장장치 970 evo m.2 nvme? 1t,,,
클리우미 싸리비 빗자루,클리우미 싸리비 빗자루,,,
토탈케어 도로 빗자루,토탈케어 도로 빗자루,,,
"BC.8107 99.5% Nickel Crucible only, 130㎖, Φ60×h60mm","bc.8107 99.5% nickel crucible only, 130㎖, φ60×h60mm",,,
"BC.8109 99.5% Nickel Crucible only, 270㎖, Φ80×h80mm","bc.8109 99.5% nickel crucible only, 270㎖, φ80×h80mm",,,
"BC.8187 99.5% Nickel Lid only, for - 130㎖, Φ60mm","bc.8187 99.5% nickel lid only, for - 130㎖, φ60mm",,,
"BC.8189 99.5% Nickel Lid only, for - 270㎖, Φ80mm","bc.8189 99.5% nickel lid only, for - 270㎖, φ80mm",,,
"EVA 1 lit ice bucket/Pan, without lid, blue","eva 1 lit ice bucket pan, without lid, blue",,,
"EVA 2.7 lit ice bucket/Pan, without lid. blue","eva 2.7 lit ice bucket pan, without lid. blue",,,
마이크로 스푼 스페츌러,마이크로 스푼 스페츌러,,,
"플라스크 세척솔, 중","플라스크 세척솔, 중",,,
"정전기 제거 브러쉬, 소/짧은 손잡이","정전기 제거 브러쉬, 소 짧은 손잡이",,,
점보칼라슈파핀 칼라장구핀 메모판핀 장구압정슈파핀,점보칼라슈파핀 칼라장구핀 메모판핀 장구압정슈파핀,,,
미생물분석 장비세트,미생물분석 장비세트,,,
라이팡 가스점화기/불총/라이터 교체 점화기,라이팡 가스점화기 불총 라이터 교체 점화기,,,
라이팡 전용 라이터 50개 set,라이팡 전용 라이터 50개 set,,,
BRITZ 브리츠 BE-STM10,britz 브리츠 be-stm10,,,
"Dilstillation head, Vacuum jacketed-type","dilstillation head, vacuum jacketed-type",,,
TLC Spotting Capillary Tube,tlc spotting capillary tube,,,
"Stand, Marble","stand, marble",,,
"Lab-Frame, Adjustable, STS","lab-frame, adjustable, sts",,,
"Weighing Bottle, Short-Form","weighing bottle, short-form",,,
ETS-D5,ets-d5,,,
H 100 보호 덮개,h 100 보호 덮개,,,
PT 1000.60 스테인리스강 온도 센서,pt 1000.60 스테인리스강 온도 센서,,,
H 38 홀딩 로드,h 38 홀딩 로드,,,
H 44 보스 헤드 클램프,h 44 보스 헤드 클램프,,,
H 16 V 지지봉,h 16 v 지지봉,,,
삼성전자 SM-R175 갤럭시버즈 플러스,삼성전자 sm-r175 갤럭시버즈 플러스,,,
에버랩스 전동 진공 와인스토퍼 에어세이버 AirSavor,에버랩스 전동 진공 와인스토퍼 에어세이버 airsavor,,,
타이틀리스트 2020년 PRO V1,타이틀리스트 2020년 pro v1,,,
브리츠 BA-C1 블루투스스피커,브리츠 ba-c1 블루투스스피커,,,
디프로젝트 디불 차량용 불독 인테리어 방향제,디프로젝트 디불 차량용 불독 인테리어 방향제,,,
SMATO 공구세트 SM-TS85,smato 공구세트 sm-ts85,,,
Felo 미니 소켓렌치세트 복스 라쳇비트 드라이버 세트,felo 미니 소켓렌치세트 복스 라쳇비트 드라이버 세트,,,
보쉬 초소형 충전 스크류 드라이버 3.6V,보쉬 초소형 충전 스크류 드라이버 3.6v,,,
와카야마 육각렌치 9종세트,와카야마 육각렌치 9종세트,,,
세신 고무그립 경량몽키 10인치,세신 고무그립 경량몽키 10인치,,,
"GEM CVP1, Instrumenttion laboratory","gem cvp1, instrumenttion laboratory",,,
"GEM CVP2, Instrumenttion laboratory","gem cvp2, instrumenttion laboratory",,,
"GEM CVP3, Instrumenttion laboratory","gem cvp3, instrumenttion laboratory",,,
"GEM CVP4, Instrumenttion laboratory","gem cvp4, instrumenttion laboratory",,,
"testo, 512-8 압력 및 풍속 측정기, 측정기 제품번호: 0560 5128","testo, 512-8 압력 및 풍속 측정기, 측정기 제품번호: 0560 5128",,,
백셀 알칼라인 건전지 AA 40알/박스,백셀 알칼라인 건전지 aa 40알 박스,,,
백셀 알칼라인 건전지 AAA 40알/박스,백셀 알칼라인 건전지 aaa 40알 박스,,,
육절기 톱 보호 카바,육절기 톱 보호 카바,,,
에이앤지 양면코팅 방수앞치마 대,에이앤지 양면코팅 방수앞치마 대,,,
하이비 프리미엄 젖병세척솔 일자형,하이비 프리미엄 젖병세척솔 일자형,,,
마미손 플라워 고무장갑 M,마미손 플라워 고무장갑 m,,,
"압력조절장치, 40~100","압력조절장치, 40~100",,,
스텐드 1.5 kW,스텐드 1.5 kw,,,
깔때기 (상세규격 별도 기재,깔때기 상세규격 별도 기재,,,
"PVC 투명호스, 10Ø, 내경, 외경","pvc 투명호스, 10ø, 내경, 외경",,,
"동와셔, 내경10mm/외경14mm","동와셔, 내경10mm 외경14mm",,,
주강볼반바이스_YDDV-200_4인치,주강볼반바이스_yddv-200_4인치,,,
주강볼반바이스_YDDV-100_4인치,주강볼반바이스_yddv-100_4인치,,,
Dust cleaner,dust cleaner,,,
"CSA Clinker,","csa clinker,",,,
시알레이트계 폴리머 코팅제 A_type,시알레이트계 폴리머 코팅제 a_type,,,
기타,기타,,,
기타,기타,,,
"투구 자동 안전모, 흰색, ABE형, 턱끈 포함","투구 자동 안전모, 흰색, abe형, 턱끈 포함",,,
"하이맥스테크, 방사선측정기/InspectorUSB/알파/베타/감마/x-ray","하이맥스테크, 방사선측정기 inspectorusb 알파 베타 감마 x-ray",,,
LifeGuard 구명조끼 S사이즈,lifeguard 구명조끼 s사이즈,,,
코스트코) 여성용 구명조끼 물놀이 워터 수상 레저 S사이즈,코스트코 여성용 구명조끼 물놀이 워터 수상 레저 s사이즈,,,
사우스웨스트 디스커버리 구명조끼 S 사이즈,사우스웨스트 디스커버리 구명조끼 s 사이즈,,,
"분진, KS C IEC 60529  시험먼지","분진, ks c iec 60529 시험먼지",,,
"SL.Fun3013 Funnel, Transparent, PP, Φ100×h145㎜, Stem-Φ13×L70㎜","sl.fun3013 funnel, transparent, pp, φ100×h145㎜, stem-φ13×l70㎜",,,
"COOPER, 미끄럼 저항성 측정기","cooper, 미끄럼 저항성 측정기",,,
"㈜싸이랩코리아, Quartz Combustion Boat, 2~10㎖ up to 1250℃, Softening Point 1680℃, 석영 연소 보트","㈜싸이랩코리아, quartz combustion boat, 2~10㎖ up to 1250℃, softening point 1680℃, 석영 연소 보트",,,
Stir paddle pp w/2 fixed blades,stir paddle pp w 2 fixed blades,,,
"Satorious, 마이크로피펫 100 uL","satorious, 마이크로피펫 100 ul",,,
"Satorious, 마이크로피펫 200 uL","satorious, 마이크로피펫 200 ul",,,
"Satorious, 마이크로피펫 , 1000 uL","satorious, 마이크로피펫 , 1000 ul",,,
"Satorious, 마이크로피펫 , 5000 uL","satorious, 마이크로피펫 , 5000 ul",,,
"한일랩테크, Fluorine Distillation System [HKD-F] 온도계","한일랩테크, fluorine distillation system hkd-f 온도계",,,
기타,기타,,,
기타,기타,,,
strut type SLM 3D 시작품 출력,strut type slm 3d 시작품 출력,,,
기타,기타,,,
"카카오프렌즈, 리틀프렌즈 라운드 점착메모지","카카오프렌즈, 리틀프렌즈 라운드 점착메모지",,,
"핑크풋, 2000 당근 스프링 드로잉 노트","핑크풋, 2000 당근 스프링 드로잉 노트",,,
"핑크풋, 3000 헤이 연습장","핑크풋, 3000 헤이 연습장",,,
"파크툴,SD-SET �� 스크루드라이버 세트","파크툴,sd-set �� 스크루드라이버 세트",,,
"SATA, 바이스그립플라이어71101, 5''","sata, 바이스그립플라이어71101, 5''",,,
"SATA, 바이스그립플라이어71101, 6''","sata, 바이스그립플라이어71101, 6''",,,
"SATA, 바이스그립플라이어71101, 7''","sata, 바이스그립플라이어71101, 7''",,,
"SATA, 몽키스패너47201, 6''","sata, 몽키스패너47201, 6''",,,
"SATA, 몽키스패너47201, 10''","sata, 몽키스패너47201, 10''",,,
"SATA, 몽키스패너47201, 15''","sata, 몽키스패너47201, 15''",,,
"SATA, 몽키스패너47201, 24''","sata, 몽키스패너47201, 24''",,,
"크레인, 와이어스트립퍼1011M","크레인, 와이어스트립퍼1011m",,,
"보쉬, 충전스크류드라이버GSR ProDrive","보쉬, 충전스크류드라이버gsr prodrive",,,
"Wakayama, 육각볼렌치세트L1510-9","wakayama, 육각볼렌치세트l1510-9",,,
"지니어스, 1/2 볼포인트 육각비트소켓렌치6mm","지니어스, 1 2 볼포인트 육각비트소켓렌치6mm",,,
Octagonal Stirrer Bar,octagonal stirrer bar,,,
Scrubber for cleaning glass,scrubber for cleaning glass,,,
Ultra Clean,ultra clean,,,
Printer Roll Paper,printer roll paper,,,
루나 랩 듀얼 모니터암 거치대,루나 랩 듀얼 모니터암 거치대,,,
일진 구급함 SP-1호,일진 구급함 sp-1호,,,
실증 전용 BIPV 모니터링,실증 전용 bipv 모니터링,,,
에어필터 성능평가용 지그,에어필터 성능평가용 지그,,,
Brother PT-P300BT,brother pt-p300bt,,,
"브라더 휴대용 정품라벨프린터 PT-H110, 블루","브라더 휴대용 정품라벨프린터 pt-h110, 블루",,,
스핀토네이도 3세대 통돌이 회전 물걸레 청소기,스핀토네이도 3세대 통돌이 회전 물걸레 청소기,,,
아임삭 아이미니 3.6V 1.3Ah,아임삭 아이미니 3.6v 1.3ah,,,
샤오미 미지아 휴대용 타이어 공기주입기,샤오미 미지아 휴대용 타이어 공기주입기,,,
SM 볼소켓 어댑터 컬러,sm 볼소켓 어댑터 컬러,,,
"vector , 스트리퍼, NO. 10051","vector , 스트리퍼, no. 10051",,,
충전임팩드릴용 고강도 복스아답타 3종세트,충전임팩드릴용 고강도 복스아답타 3종세트,,,
"EXSO, 납연기흡입기,  JY-DA2ESD","exso, 납연기흡입기, jy-da2esd",,,
복스비트 육각비트 드릴비트 전동드릴 임팩 비트소켓,복스비트 육각비트 드릴비트 전동드릴 임팩 비트소켓,,,
"[씨디씨뉴매틱]에어휘팅 호스연결피팅, 05. PUC Ø8","씨디씨뉴매틱 에어휘팅 호스연결피팅, 05. puc ø8",,,
"[씨디씨뉴매틱]에어휘팅 호스연결피팅, 07. PUT Ø8","씨디씨뉴매틱 에어휘팅 호스연결피팅, 07. put ø8",,,
"[씨디씨뉴매틱]에어휘팅 호스연결피팅, 11. PZA Ø8","씨디씨뉴매틱 에어휘팅 호스연결피팅, 11. pza ø8",,,
"[씨디씨뉴매틱]에어휘팅 호스연결피팅, 06. PUL Ø8","씨디씨뉴매틱 에어휘팅 호스연결피팅, 06. pul ø8",,,
[나비엠알오]롱노우즈 락킹 플라이어,나비엠알오 롱노우즈 락킹 플라이어,,,
[HN다다마켓]도매용 카트,hn다다마켓 도매용 카트,,,
[나비엠알오]자화기,나비엠알오 자화기,,,
OHSP ULTRAVIOLET VISIBLE SPECTROMETER,ohsp ultraviolet visible spectrometer,,,
손소독 티슈,손소독 티슈,,,
"C&C Lab, 이동식 초자건조대 [ Part No. RC-D.0945 ]","c&c lab, 이동식 초자건조대 part no. rc-d.0945",,,
"웨더스트립,프론트 도어 인사이드","웨더스트립,프론트 도어 인사이드",,,
"웨더스트립, 프론트 도어 아웃사이드","웨더스트립, 프론트 도어 아웃사이드",,,
"웨더스트립, 바디씰","웨더스트립, 바디씰",,,
클레버 장비 충전용 고속충전기,클레버 장비 충전용 고속충전기,,,
"TESTO, 소음계, 815","testo, 소음계, 815",,,
"에바 실리콘 보온 보냉물주머니, 커버 포함, 실리콘","에바 실리콘 보온 보냉물주머니, 커버 포함, 실리콘",,,
"꿀단지 물주머니, 커버 포함, 대형, 실리콘","꿀단지 물주머니, 커버 포함, 대형, 실리콘",,,
"베링 실리콘 물주머니, 커버 포함, 실리콘","베링 실리콘 물주머니, 커버 포함, 실리콘",,,
"커스커즈 보온 물주머니, 커버포함, PVC","커스커즈 보온 물주머니, 커버포함, pvc",,,
"실리폰 보온주머니, 커버포함, 실리콘","실리폰 보온주머니, 커버포함, 실리콘",,,
"리브이마켓 배핫팩 온수찜질팩, 커버포함, PVC","리브이마켓 배핫팩 온수찜질팩, 커버포함, pvc",,,
"심프 보온물주머니 손난로 핫팩, 커버포함, PVC","심프 보온물주머니 손난로 핫팩, 커버포함, pvc",,,
"수니 보온 투명 워터팩, 커버포함, PVC","수니 보온 투명 워터팩, 커버포함, pvc",,,
"오가닉 보온 물주머니, 커버포함, PVC","오가닉 보온 물주머니, 커버포함, pvc",,,
"파쉬 보온 물주머니, 커버포함, PVC","파쉬 보온 물주머니, 커버포함, pvc",,,
"보온물주머니 새롬아트 학장지점, 커버포함, PVC","보온물주머니 새롬아트 학장지점, 커버포함, pvc",,,
"보온주머니식 냉온찜질팩, 합성섬유","보온주머니식 냉온찜질팩, 합성섬유",,,
"탕파 유단포, 아연도금강판","탕파 유단포, 아연도금강판",,,
"더진심 현미찜질팩, 옥스포드 면","더진심 현미찜질팩, 옥스포드 면",,,
"곡물 팥 찜질팩, 면","곡물 팥 찜질팩, 면",,,
"황토 냉온 찜질팩, 면","황토 냉온 찜질팩, 면",,,
"황토 냉온 찜질팩, PVC","황토 냉온 찜질팩, pvc",,,
"3D 메쉬 냉온방석찜질팩, 폴리에스터 방수원단","3d 메쉬 냉온방석찜질팩, 폴리에스터 방수원단",,,
"제스파 천연허브 아로마찜질팩, 면","제스파 천연허브 아로마찜질팩, 면",,,
"포레스웰 천연소재 찜질팩, 면, 벨보아","포레스웰 천연소재 찜질팩, 면, 벨보아",,,
